username,like,content,ctime,topic
一只不能喝的牛奶,1,太阳能行业的告诉你哦，这玩意不能说是骗局，只能说想要回本太难了，基本上用报废都不能回本的。,2022-07-15 10:11:15,0
软饭爱硬吃,2,要是像西欧那些国家一度电两三块钱，那肯定是有的赚的。,2022-07-14 18:40:54,0
当前免费改名一次,1,90平方，安装费用大概10万广东地区，3年半发了56wkh,2022-07-14 14:02:31,1
财大富,4,之前5月视频是3毛2，现在涨价了？,2022-07-13 21:33:09,0
靓仔爱点赞,1,5年都不能回本，还不叫骗局,2022-07-13 20:40:41,1
永公街常务副街长,3,15年，8万块钱，投资一个好的公司，股票都翻几倍了,2022-07-13 17:34:03,0
妹撩去车开,2,农村玩玩可以，停电备用还行，真拿来赚钱就不要指望了，有闲钱定期能赚多少算多少,2022-07-13 15:20:32,1
honor831,1,很多突破创新，新技术，新产品，到最后很可能一地鸡毛，万变不离其钱！,2022-07-13 14:27:20,2
锈迹斑斑2,2,做广告不是应该找用户来。你们装光伏肯定只赚不赔,2022-07-13 10:53:10,0
阿斯顿天马,1,商业工业供电的价格高，这些公司或者工厂直接选择自发电就回本很快。,2022-07-12 23:27:42,1
十步骂一人,3,如果真的赚钱不用你宣传，村里的抢着安了。,2022-07-12 15:37:37,2
XZY的召唤,1,8w多，要多少年回本？还不算钱折损率，别告诉我这太阳能板等能用几十年不坏。,2022-07-12 03:04:30,1
_我不是大鱼,3,光照充足的地区还可以的，但是入网电费估计也不高。总之就是节能减排可以，靠这个赚钱的就别想了,2022-07-11 23:07:34,0
键政,5,我记得有财经up已经分析过了，这个就是资本套钱的玩意儿，还不止一个up这样讲过。,2022-07-11 20:24:24,1
光能使者魔动王,2,家用的不划算   一般都是厂房楼上装的,2022-07-11 15:27:41,1
风暴混上烈酒,1,其实板子都不是主要问题，逆变器才是。,2022-07-11 09:53:38,0
bili_487845776,2,算你1年1w，安装8w，这肯定是贷款，利息很高那种,2022-07-10 19:32:11,0
卡卡罗特_Gokun,0,我们家是商业电，每个月电费在3000上下，装这个能回本吗？,2023-04-28 12:15:48,1
一简one,0,不交电费就是回本了？,2023-04-26 12:59:16,1
鈡邑馁啦,0,"我是来卷的，10kw包工包料并网含运费50到60k。牌子天合，隆基，晶澳。逆变器 固德威 
。",2023-03-25 16:03:31,0
杠精毒舌男,0,光伏投资6-8年回本。你几十万拿去现在的市场，全投资回报率起码有6%以上，有什么项目的投资回报率和稳定能跟光伏比？评论区一些外行懂一点就在这里骗局骗局的，我都要笑死了。光伏板的损耗衰减25年都还保有75%以上的效率。配电设施十年一换，成本很高？一个这种家用逆变器也就几千块。现在金融资金都流入光伏市场了，还在这里骗局骗局，笑死人了。像UP中这种高海拔污染少的地区也就三个月清洗一次就差不多了。评论区有些人天天在这里云，什么光伏有辐射光伏是骗局，怕辐射就少玩点手机。就拿一点，国内稳定保本的能跑赢通胀的东西，除了光伏你给我说出第二个来[微笑]我做光伏9年了，就想看看那些不懂装懂的人是怎么叫唤的。,2023-02-25 17:36:59,0
电气设计李老师,0,讲得很有道理,2023-02-23 20:54:26,2
flame暮光,0,本人目前负责一个300兆瓦的项目，一般光伏板都是25年寿命，5年回不了本额,2023-02-07 16:22:11,0
82年的wood,0,最好还是企业用，自发自用很划算，商用电价比这高一倍左右了,2023-01-30 13:16:16,1
曾经不胖,0,技术是技术，产业是产业。两码事。产业就是利益最大化，没有例外。,2022-11-13 12:47:59,0
境方心圆,0,骗子赚的是高价卖发电板，一般用不了几年的。,2022-11-11 20:54:05,0
Z大雁,0,光伏技术不是骗局而是切实可行的东西，但买卖合同可以把它做成骗局。[doge],2022-11-07 00:35:02,0
人型自走声呐,0,一张板子一千多，逆变器一两万，电缆几百一米，加上人工费，你这8万下去应该没几块板子[妙啊],2022-10-02 10:37:42,0
萧书书,0,原先想DIY一套给我的小鱼池做净化供氧系统，结果算了下，成我能交5年电费，5年后设备老化更换的话。。。。。这不是没事弄个大爷回家供着？,2022-09-30 22:46:04,1
积极的九型人格,0,8年回本,2022-09-27 11:11:30,0
达能王子,0,只有租给工厂才有得赚，工厂大概可以8到10角一度电,2022-09-17 08:06:24,0
cherry12600,0,针对客户是那种 有隔热 防水的需求 楼顶随便搭棚子 不要1－2w嘛？ 这个装太阳能发电成本不就又可以算少一点？,2022-09-06 16:39:05,1
酱佐酱佐吖,0,话说有余钱回来支持环保绿色，还一直谈收益骗局。你干嘛不去买房地产啊,2022-08-31 10:05:29,1
先知拉霍伊,0,我家一年是一万度电。我也琢磨如何解决用电问题,2022-08-27 13:11:26,1
-花落多少鬼知道-,0,富人用不上，穷人用不起[藏狐],2022-08-24 04:13:13,0
GSW峰尘,0,想问一下满足农村自用电呢,2022-08-23 14:19:35,1
把瓜吃来,0,评论太搞笑了，去看看新能源上市公司的利润吧，不赚钱[疑惑],2022-08-22 04:13:26,0
十里春风卜如妳,0,你这个并网不可能送到别的地方，你看看线是不是接你家市电的线。,2022-08-17 00:39:03,0
犇奔Ben,0,光伏适合沙漠，长日照的，而且国家批量采购成本也低，而且还有光伏回收项目。,2022-08-15 12:24:17,0
乌贼的美爹,0,这是给欧洲人准备的，欧洲反倾销不买，中国没多少人合适用,2022-08-06 02:07:15,2
坚硬的毛,0,如果可以通过前期用户投资，国家支持，把这项技术更加推进完善，跟当年全村凑钱修路致富一样，该有多好,2022-08-05 22:44:18,0
依米呀丶,0,我这边有个水电站好像开始搞光伏了？前面出差去听说的,2022-08-04 19:31:06,1
暗夜妖娆丶,0,这个东西一句两句解释不清楚，首先大家需要明白一个概念。机会成本，简单说就是为了完成某件事而放弃另一个机会。就比如说，你为了干这个光伏用10万要用十年，你放弃的是把10万存银行或者从事其他投资活动的机会。有了这个概念你就可以简单算一下我存银行10年死期和干这个项目有多大差别。然后需要了解一下基准收益率，这个是国家确定的。最后你需要知道内部收益率，这个解释起来有点麻烦，可以理解成投资期望的的报酬率。这个需要比基准收益率高（8%左右）越高说明这个项目越挣钱，抗风险能力越强，反之就是这个项目不可行。如果各位有兴趣的话，可以去查查公式，自己核算一下（需要借助科学计算器，或者会终值现值年金的计算）就知道，这个项目肯定是不行的……,2022-08-04 18:26:40,2
小小文子,0,有好事还能大力推广轮到你[妙啊],2022-08-04 18:11:36,1
观火山崩,0,成本被炒太高了,2022-08-04 09:52:07,0
暗啼暮雪焕朝夕,0,这要材料自己买，所有自己弄，可能有的赚,2022-08-04 06:34:18,1
杭州小乖,0,如果是企业商业用电回本更快，另外成本也该能降低，我认识一个自己企业装了一套的2年多久回本了,2022-08-04 03:31:56,1
大怪兽25,0,广照资源好降雨少的地方才是这个发挥的地方，各个省上网电价也不一样。参考上市公司内蒙的亿利洁能60万千瓦光伏发电卖电4.13亿多，毛利百分之62，今年在建就超过500万千瓦了。,2022-08-03 23:19:44,1
道上混的总得会点仙术,0,感觉自己备一份玩意哪天断电了可以应急用用，想挣钱，不亏本就不错了,2022-08-03 12:11:56,0
人类高质量复读机,0,不如矿机，一年回本。。。,2022-08-03 00:35:57,1
我就不信你能认出来,0,再降一半价格，功率提升50%，,2022-08-02 09:31:40,1
哟不错不错,0,我10年都用不到8万的电费,2022-08-02 08:55:53,1
不能不看,0,能贷款搞到银行融资，然后越搞越多才是王道。,2022-08-01 15:02:06,0
洒洒水啦彡,0,8万都先花出去了，还指望等十几二十年回本？这是投资？什么鬼逻辑。。,2022-08-01 10:30:59,1
环行星强子对撞机,0,83000/3500=23.714286。每天发20度电。没用。,2022-08-01 07:11:12,1
AI攻城狮在农村,0,我上次回老家自己装了套12V的紧急电源系统，成本低、安全可控，防止突发事件,2022-07-31 15:24:52,1
喀喀咖原因,0,投资8w，一天赚80。1000天回本，算上不适合的天气，实际情况估计2000天回本。8w存银行也有利息，就是2500天回本了。只能说，实在没啥投资的话，试试也可以,2022-07-30 22:31:44,0
wxxzfl2008,0,半天讲了个屁,2022-07-30 16:43:45,2
流弊大神,0,光伏发电不如建沼气池发电,2022-07-29 22:57:41,0
毁灭吧少年,0,自己用的比卖出去划算,2022-07-28 23:27:53,1
秋风舞兮云飞扬,0,别想赚钱，装点来享受下优惠电费就行。,2022-07-28 17:07:07,1
我其实是隐刀,0,备不时之需倒是可以,2022-07-28 09:21:21,2
亚空间摸鱼,0,这玩意儿是个辅助，赚钱得另整个C[笑哭],2022-07-28 04:37:53,1
东方文澜,0,主要还是现在的光伏对于普通家庭而言还是太贵了，不划算,2022-07-27 12:46:49,1
神秘海风,0,这玩意不卖全给你新能源车充电，按1块钱一度算能回本么？,2022-07-27 11:54:24,0
吁吁啊吁吁,0,违章搭盖？,2022-07-27 08:05:21,0
低俗小王子伪,0,电池免费领？,2022-07-26 14:20:33,2
红影幻,0,我笑了你能赚回本钱算我输，别骗人了，收不回成本就坏了看骗局,2022-07-25 10:55:33,0
哦豁哎呀玛咖,0,这个人基本是骗子。,2022-07-24 20:43:33,1
OTL信念,0,不知道自用的话供电怎么样，需要投入多少。有小工坊等的话，遇上停电也是很头疼的。,2022-07-24 19:10:51,1
吃饭俱乐部,0,坑，冬天有没有什么太阳,2022-07-24 18:48:38,0
Why的老父亲,0,4毛太少了,2022-07-23 23:40:21,1
風の力,0,建议做机电的有路子免费捡到板子电池的自己玩玩可以。淘宝几十买个控制器和逆变器，其他别想,2022-07-23 16:35:13,0
勝己ZJS,0,目前在从事HJT电池制造业，想转行到光伏设计，想知道从事光伏设计方面有哪些槽点和优点？,2022-07-23 12:02:19,2
018ych,0,现在全球能源危机，光伏发电非常的有前途！,2022-07-23 08:18:07,0
018ych,0,感觉比养殖种植业靠谱多了,2022-07-23 08:17:46,1
美国NGO,0,问题是这玩意衰减啊,2022-07-20 10:30:53,1
咔嚓咔擦_,0,这种托比建议举报,2022-07-20 09:22:11,2
XYZ_2002,0,"10w块钱建议看一下银行定期存款或者保本理财的利率…
你指望这玩意回本就太扯了",2022-07-19 09:26:07,1
不问过往1,0,现在光伏板也不是很贵吗，,2022-07-18 20:51:03,0
阿拉模拟悟空,0,"大马路太阳能?告辞，更三差五就不亮那大马路上
光伏板15年，想多了吧，你看看你那仨箱子受得了么",2022-07-18 11:12:31,0
摸鱼の小丸子,0,"家用就算了吧，成本高回本慢维护麻烦，出了问题还要扯皮。
这个最适合有大面积屋顶的工厂和路边店铺，他们的工业电用电量高电费贵，光伏不管发多少电，省的就是赚的。按照节省的电费来算可能两三年就回本。",2022-07-18 09:41:40,1
又双叒叕麦飞,1,自己买那就是纯纯的冤种,2022-07-17 21:09:05,2
yujianguang,0,加装电梯，还赚你保养费一个道理，中国电网都是亏钱，你还想赚就离谱,2022-07-17 18:09:36,0
股髓,0,你要说工厂发点电自用还行，因为工业电费高！个人发电就扯蛋了,2022-07-17 16:35:04,1
kyoandmary,0,这种骗局怎么还在搞？几年前就玩过一轮了，完全无利可图。,2022-07-17 15:09:05,1
曾经的不带手机,0,一年只有5个月能达到每天200-300度,2022-07-17 13:53:37,1
苦才好吃,0,烧开水好,2022-07-17 13:04:01,2
咫尺天涯寄相思,0,骗傻子的，光伏产业也就是个伪命题，按现在转化率和储能模式是没有未来的,2022-07-17 11:03:19,1
fanghongsong,0,文不对题，文化程度太低,2022-07-17 09:08:12,1
森林森66,0,我们家一年，1000一下，这种东西合适吗，能用多久,2022-07-16 23:49:00,1
这里是哪儿,0,这东西，动手能力强的自己买组件安装就好了，各个部件都可以买得到，按说明书接线就好了。,2022-07-16 20:27:10,0
焚风沃Co网,0,这个东西玩玩就可以了，想拿这个赚钱还是省省吧！坑不死你就算好的了，我家以前也想搞被我拦住了,2022-07-16 18:13:22,1
罗布斯基,0,我那曲的房子用着挺好的[滑稽]，反正自用不考虑赚钱,2022-07-16 12:39:18,1
喜樂多266,0,全是骗子,2022-07-16 07:17:32,0
五年老妖,0,环保产业，私人就算了，这是给没有发电条件又不想用化石能源发电的准备的，有国家电网就别凑热闹了,2022-07-16 02:16:02,1
一百年后没你也没我,0,没有爱好的人不能理解自己动手的快感[doge],2022-07-15 23:11:29,2
莫外如是,0,光伏发电不是不可以，但是个人投资就算了，特别是那种还用逆变器的，能赚钱真是出鬼了,2022-07-15 21:27:21,1
啥也不想要,0,除非不入网，直接卖街上商铺,2022-07-15 20:33:09,0
不之二,0,肥的是上游硅，组件，逆变器，哪怕支架都分到了一口汤。发的电都是垃圾电,2022-07-15 19:02:17,0
账号已注销,0,随便找条小溪装个小发动机都比这个靠谱。,2022-07-14 18:23:58,1
天震威,0,三万成本就有赚头，或十万五六七百平能板！🌸,2022-07-14 14:50:30,0
愁上眉梢间泪色半尺见,0,万一下冰雹呢,2022-07-14 08:03:34,1
AX-双叶她是我老婆-VX,0,养蜂人必备，,2022-07-13 20:21:41,2
xue大兵,0,3bb的板子吗,2022-07-12 20:37:53,0
